"id","title","authors","price","rating","link"
440,"Big Data Analytics in Traffic and Transportation Engineering: Emerging Research and Opportunities","Moridpour, Sara, Toran Pour, Alireza, Saghapour, Tayebeh","Not Available","No Rating","https://play.google.com/store/books/details?id=MvGCDwAAQBAJ&source=gbs_api"
441,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
442,"Data Engineering and Intelligent Computing","Suresh Chandra Satapathy, Vikrant Bhateja, K. Srujan Raju, B. Janakiramaiah","Not Available","No Rating","https://play.google.com/store/books/details?id=niYmDwAAQBAJ&source=gbs_api"
443,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
444,"Proceedings of the International Conference on Data Engineering and Communication Technology","Suresh Chandra Satapathy, Vikrant Bhateja, Amit Joshi","Not Available","5","https://play.google.com/store/books/details?id=e7_mDAAAQBAJ&source=gbs_api"
445,"Systems, Patterns and Data Engineering with Geometric Calculi","Sebastià Xambó-Descamps","Not Available","No Rating","https://play.google.com/store/books/details?id=RvI4EAAAQBAJ&source=gbs_api"
446,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
447,"Computational Methods and Data Engineering","Vijendra Singh, Vijayan K. Asari, Sanjay Kumar, R. B. Patel","Not Available","No Rating","https://play.google.com/store/books/details?id=a374DwAAQBAJ&source=gbs_api"
448,"Architecting Modern Data Platforms","Jan Kunigk, Ian Buss, Paul Wilkinson, Lars George","Not Available","No Rating","https://play.google.com/store/books/details?id=1qd9DwAAQBAJ&source=gbs_api"
449,"Enterprise Big Data Engineering, Analytics, and Management","Atzmueller, Martin","Not Available","No Rating","https://play.google.com/store/books/details?id=P5BJDAAAQBAJ&source=gbs_api"
450,"Big Data Analytics in Traffic and Transportation Engineering: Emerging Research and Opportunities","Moridpour, Sara, Toran Pour, Alireza, Saghapour, Tayebeh","Not Available","No Rating","https://play.google.com/store/books/details?id=MvGCDwAAQBAJ&source=gbs_api"
452,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
453,"Systems, Patterns and Data Engineering with Geometric Calculi","Sebastià Xambó-Descamps","Not Available","No Rating","https://play.google.com/store/books/details?id=RvI4EAAAQBAJ&source=gbs_api"
451,"Sharing Data and Models in Software Engineering","Tim Menzies, Ekrem Kocaguneli, Burak Turhan, Leandro Minku, Fayola Peters","Not Available","No Rating","https://play.google.com/store/books/details?id=Qj3LAwAAQBAJ&source=gbs_api"
454,"Proceedings of the International Conference on Data Engineering and Communication Technology","Suresh Chandra Satapathy, Vikrant Bhateja, Amit Joshi","Not Available","5","https://play.google.com/store/books/details?id=e7_mDAAAQBAJ&source=gbs_api"
455,"Reference Data for Engineers","Mac E. Van Valkenburg, Wendy M. Middleton","Not Available","5","http://books.google.co.in/books?id=R67HARlhisYC&dq=data+engineering&hl=&source=gbs_api"
456,"Enterprise Big Data Engineering, Analytics, and Management","Atzmueller, Martin","Not Available","No Rating","https://play.google.com/store/books/details?id=P5BJDAAAQBAJ&source=gbs_api"
457,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
458,"Architecting Modern Data Platforms","Jan Kunigk, Ian Buss, Paul Wilkinson, Lars George","Not Available","No Rating","https://play.google.com/store/books/details?id=1qd9DwAAQBAJ&source=gbs_api"
459,"Intelligent Data Engineering and Automated Learning – IDEAL 2020","Cesar Analide, Paulo Novais, David Camacho, Hujun Yin","Not Available","No Rating","https://play.google.com/store/books/details?id=NScGEAAAQBAJ&source=gbs_api"
460,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
461,"Engineering Data on Mixing","Reiji Reiji Mezaki, Masafumi Masafumi Mochizuki, Kohei Ogawa","Not Available","No Rating","https://play.google.com/store/books/details?id=6PDnxdmwlKUC&source=gbs_api"
462,"Sharing Data and Models in Software Engineering","Tim Menzies, Ekrem Kocaguneli, Burak Turhan, Leandro Minku, Fayola Peters","Not Available","No Rating","https://play.google.com/store/books/details?id=Qj3LAwAAQBAJ&source=gbs_api"
463,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
464,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
465,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
466,"Reference Data for Engineers","Mac E. Van Valkenburg, Wendy M. Middleton","Not Available","5","http://books.google.co.in/books?id=R67HARlhisYC&dq=data+engineering&hl=&source=gbs_api"
467,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
468,"Intelligent Data Engineering and Automated Learning – IDEAL 2020","Cesar Analide, Paulo Novais, David Camacho, Hujun Yin","Not Available","No Rating","https://play.google.com/store/books/details?id=NScGEAAAQBAJ&source=gbs_api"
469,"Recent Advances in Artificial Intelligence and Data Engineering","Pushparaj Shetty D., Surendra Shetty","Not Available","No Rating","https://play.google.com/store/books/details?id=6bJLEAAAQBAJ&source=gbs_api"
470,"Engineering Data on Mixing","Reiji Reiji Mezaki, Masafumi Masafumi Mochizuki, Kohei Ogawa","Not Available","No Rating","https://play.google.com/store/books/details?id=6PDnxdmwlKUC&source=gbs_api"
471,"Computational Methods and Data Engineering","Vijendra Singh, Vijayan K. Asari, Sanjay Kumar, R. B. Patel","Not Available","No Rating","https://play.google.com/store/books/details?id=a374DwAAQBAJ&source=gbs_api"
472,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
473,"Data Science in Engineering and Management","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev","Not Available","No Rating","http://books.google.co.in/books?id=_vNUEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
474,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
475,"Big Data Analytics in Traffic and Transportation Engineering: Emerging Research and Opportunities","Moridpour, Sara, Toran Pour, Alireza, Saghapour, Tayebeh","Not Available","No Rating","https://play.google.com/store/books/details?id=MvGCDwAAQBAJ&source=gbs_api"
476,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
477,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
514,"Data Engineering","Yupo Chan, John Talburt, Terry M. Talley","Not Available","No Rating","https://play.google.com/store/books/details?id=IpEfAjPItbwC&source=gbs_api"
478,"Recent Advances in Artificial Intelligence and Data Engineering","Pushparaj Shetty D., Surendra Shetty","Not Available","No Rating","https://play.google.com/store/books/details?id=6bJLEAAAQBAJ&source=gbs_api"
479,"Proceedings of the International Conference on Data Engineering and Communication Technology","Suresh Chandra Satapathy, Vikrant Bhateja, Amit Joshi","Not Available","5","https://play.google.com/store/books/details?id=e7_mDAAAQBAJ&source=gbs_api"
480,"Computational Methods and Data Engineering","Vijendra Singh, Vijayan K. Asari, Sanjay Kumar, R. B. Patel","Not Available","No Rating","https://play.google.com/store/books/details?id=a374DwAAQBAJ&source=gbs_api"
481,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
482,"Data Science in Engineering and Management","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev","Not Available","No Rating","http://books.google.co.in/books?id=_vNUEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
483,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
484,"Big Data Analytics in Traffic and Transportation Engineering: Emerging Research and Opportunities","Moridpour, Sara, Toran Pour, Alireza, Saghapour, Tayebeh","Not Available","No Rating","https://play.google.com/store/books/details?id=MvGCDwAAQBAJ&source=gbs_api"
485,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
486,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
487,"Feature Engineering and Selection","Max Kuhn, Kjell Johnson","Not Available","No Rating","https://play.google.com/store/books/details?id=q5alDwAAQBAJ&source=gbs_api"
488,"Proceedings of the International Conference on Data Engineering and Communication Technology","Suresh Chandra Satapathy, Vikrant Bhateja, Amit Joshi","Not Available","5","https://play.google.com/store/books/details?id=e7_mDAAAQBAJ&source=gbs_api"
489,"Azure Storage, Streaming, and Batch Analytics","Richard L. Nuckolls","Not Available","No Rating","http://books.google.co.in/books?id=BF4BEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
490,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
491,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
492,"Quantitative Methods of Data Analysis for the Physical Sciences and Engineering","Douglas G. Martinson","Not Available","No Rating","http://books.google.co.in/books?id=5jdqDwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
493,"Architecting Modern Data Platforms","Jan Kunigk, Ian Buss, Paul Wilkinson, Lars George","Not Available","No Rating","https://play.google.com/store/books/details?id=1qd9DwAAQBAJ&source=gbs_api"
494,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
495,"Quantitative Methods of Data Analysis for the Physical Sciences and Engineering","Douglas G. Martinson","Not Available","No Rating","http://books.google.co.in/books?id=5jdqDwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
496,"Feature Engineering and Selection","Max Kuhn, Kjell Johnson","Not Available","No Rating","https://play.google.com/store/books/details?id=q5alDwAAQBAJ&source=gbs_api"
497,"Sharing Data and Models in Software Engineering","Tim Menzies, Ekrem Kocaguneli, Burak Turhan, Leandro Minku, Fayola Peters","Not Available","No Rating","https://play.google.com/store/books/details?id=Qj3LAwAAQBAJ&source=gbs_api"
498,"Deep Learning and Missing Data in Engineering Systems","Collins Achepsah Leke, Tshilidzi Marwala","Not Available","No Rating","http://books.google.co.in/books?id=8H3augEACAAJ&dq=data+engineering&hl=&source=gbs_api"
499,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
500,"Deep Learning and Missing Data in Engineering Systems","Collins Achepsah Leke, Tshilidzi Marwala","Not Available","No Rating","http://books.google.co.in/books?id=8H3augEACAAJ&dq=data+engineering&hl=&source=gbs_api"
501,"Reference Data for Engineers","Mac E. Van Valkenburg, Wendy M. Middleton","Not Available","5","http://books.google.co.in/books?id=R67HARlhisYC&dq=data+engineering&hl=&source=gbs_api"
502,"Data Teams","Jesse Anderson","Not Available","No Rating","http://books.google.co.in/books?id=6cMhzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
503,"Azure Storage, Streaming, and Batch Analytics","Richard L. Nuckolls","Not Available","No Rating","http://books.google.co.in/books?id=BF4BEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
504,"Foundations of data engineering: concepts, principles and practices","Dr. RVS Praveen","Not Available","No Rating","https://play.google.com/store/books/details?id=rgwtEQAAQBAJ&source=gbs_api"
505,"Engineering Data on Mixing","Reiji Reiji Mezaki, Masafumi Masafumi Mochizuki, Kohei Ogawa","Not Available","No Rating","https://play.google.com/store/books/details?id=6PDnxdmwlKUC&source=gbs_api"
506,"Big Data Application in Power Systems","Reza Arghandeh, Yuxun Zhou","Not Available","No Rating","https://play.google.com/store/books/details?id=tBHtEAAAQBAJ&source=gbs_api"
507,"Build a Career in Data Science","Emily Robinson, Jacqueline Nolis","Not Available","No Rating","http://books.google.co.in/books?id=4dDVDwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
508,"Data Teams","Jesse Anderson","Not Available","No Rating","http://books.google.co.in/books?id=6cMhzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
509,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
510,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
511,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
512,"Big Data Application in Power Systems","Reza Arghandeh, Yuxun Zhou","Not Available","No Rating","https://play.google.com/store/books/details?id=tBHtEAAAQBAJ&source=gbs_api"
513,"Recent Advances in Artificial Intelligence and Data Engineering","Pushparaj Shetty D., Surendra Shetty","Not Available","No Rating","https://play.google.com/store/books/details?id=6bJLEAAAQBAJ&source=gbs_api"
515,"Foundations of data engineering: concepts, principles and practices","Dr. RVS Praveen","Not Available","No Rating","https://play.google.com/store/books/details?id=rgwtEQAAQBAJ&source=gbs_api"
516,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
517,"Data Science in Engineering and Management","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev","Not Available","No Rating","http://books.google.co.in/books?id=_vNUEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
518,"Data Warehousing and Web Engineering","Becker, Shirley","Not Available","No Rating","https://play.google.com/store/books/details?id=HuwEhB1MT5cC&source=gbs_api"
519,"Mechanical Engineer's Data Handbook","J. Carvill","Not Available","No Rating","https://play.google.com/store/books/details?id=6-VdBgAAQBAJ&source=gbs_api"
520,"Ultimate Data Engineering with Databricks","Mayank Malhotra","Not Available","No Rating","https://play.google.com/store/books/details?id=9hb1EAAAQBAJ&source=gbs_api"
521,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
522,"Database Reliability Engineering","Laine Campbell, Charity Majors","Not Available","No Rating","https://play.google.com/store/books/details?id=L4o7DwAAQBAJ&source=gbs_api"
523,"Intelligent Data Engineering and Automated Learning – IDEAL 2018","Hujun Yin, David Camacho, Paulo Novais, Antonio J. Tallón-Ballesteros","Not Available","No Rating","https://play.google.com/store/books/details?id=YuN3DwAAQBAJ&source=gbs_api"
524,"Data Engineering","Yupo Chan, John Talburt, Terry M. Talley","Not Available","No Rating","https://play.google.com/store/books/details?id=IpEfAjPItbwC&source=gbs_api"
525,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
526,"Data Structure and Software Engineering","James L. Antonakos","Not Available","No Rating","https://play.google.com/store/books/details?id=uOtMBgAAQBAJ&source=gbs_api"
527,"Modern Data Engineering with Apache Spark","Scott Haines","Not Available","No Rating","http://books.google.co.in/books?id=HmGbzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
528,"Data Structure and Software Engineering","James L. Antonakos","Not Available","No Rating","https://play.google.com/store/books/details?id=uOtMBgAAQBAJ&source=gbs_api"
529,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
530,"Ultimate Data Engineering with Databricks","Mayank Malhotra","Not Available","No Rating","https://play.google.com/store/books/details?id=9hb1EAAAQBAJ&source=gbs_api"
531,"Web Scalability for Startup Engineers","Artur Ejsmont","Not Available","No Rating","https://play.google.com/store/books/details?id=rnnlCQAAQBAJ&source=gbs_api"
532,"Web Scalability for Startup Engineers","Artur Ejsmont","Not Available","No Rating","https://play.google.com/store/books/details?id=rnnlCQAAQBAJ&source=gbs_api"
533,"Azure Storage, Streaming, and Batch Analytics","Richard L. Nuckolls","Not Available","No Rating","http://books.google.co.in/books?id=BF4BEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
534,"Data Engineering","Yupo Chan, John Talburt, Terry M. Talley","Not Available","No Rating","https://play.google.com/store/books/details?id=IpEfAjPItbwC&source=gbs_api"
535,"Data Warehousing and Web Engineering","Becker, Shirley","Not Available","No Rating","https://play.google.com/store/books/details?id=HuwEhB1MT5cC&source=gbs_api"
536,"Quantitative Methods of Data Analysis for the Physical Sciences and Engineering","Douglas G. Martinson","Not Available","No Rating","http://books.google.co.in/books?id=5jdqDwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
537,"Mechanical Engineer's Data Handbook","J. Carvill","Not Available","No Rating","https://play.google.com/store/books/details?id=6-VdBgAAQBAJ&source=gbs_api"
538,"Feature Engineering and Selection","Max Kuhn, Kjell Johnson","Not Available","No Rating","https://play.google.com/store/books/details?id=q5alDwAAQBAJ&source=gbs_api"
539,"Intelligent Data Engineering and Automated Learning – IDEAL 2018","Hujun Yin, David Camacho, Paulo Novais, Antonio J. Tallón-Ballesteros","Not Available","No Rating","https://play.google.com/store/books/details?id=YuN3DwAAQBAJ&source=gbs_api"
540,"Deep Learning and Missing Data in Engineering Systems","Collins Achepsah Leke, Tshilidzi Marwala","Not Available","No Rating","http://books.google.co.in/books?id=8H3augEACAAJ&dq=data+engineering&hl=&source=gbs_api"
541,"Modern Data Engineering with Apache Spark","Scott Haines","Not Available","No Rating","http://books.google.co.in/books?id=HmGbzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
542,"Foundations of data engineering: concepts, principles and practices","Dr. RVS Praveen","Not Available","No Rating","https://play.google.com/store/books/details?id=rgwtEQAAQBAJ&source=gbs_api"
543,"Web Scalability for Startup Engineers","Artur Ejsmont","Not Available","No Rating","https://play.google.com/store/books/details?id=rnnlCQAAQBAJ&source=gbs_api"
544,"Data Teams","Jesse Anderson","Not Available","No Rating","http://books.google.co.in/books?id=6cMhzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
545,"An Introduction to Agile Data Engineering Using Data Vault 2. 0","Kent Graziano","Not Available","No Rating","http://books.google.co.in/books?id=TNfMyQEACAAJ&dq=data+engineering&hl=&source=gbs_api"
546,"Big Data Application in Power Systems","Reza Arghandeh, Yuxun Zhou","Not Available","No Rating","https://play.google.com/store/books/details?id=tBHtEAAAQBAJ&source=gbs_api"
547,"Spark: The Definitive Guide","Bill Chambers, Matei Zaharia","Not Available","5","https://play.google.com/store/books/details?id=pitLDwAAQBAJ&source=gbs_api"
548,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
549,"Ultimate Data Engineering with Databricks","Mayank Malhotra","Not Available","No Rating","https://play.google.com/store/books/details?id=9hb1EAAAQBAJ&source=gbs_api"
550,"Data Engineering","Yupo Chan, John Talburt, Terry M. Talley","Not Available","No Rating","https://play.google.com/store/books/details?id=IpEfAjPItbwC&source=gbs_api"
551,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
552,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
553,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
554,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
555,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
556,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
557,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
558,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
559,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
560,"Official Google Cloud Certified Professional Data Engineer Study Guide","Dan Sullivan","Not Available","No Rating","https://play.google.com/store/books/details?id=NDXnDwAAQBAJ&source=gbs_api"
561,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
562,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
563,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
564,"Emerging Research in Data Engineering Systems and Computer Communications","P. Venkata Krishna, Mohammad S. Obaidat","Not Available","No Rating","https://play.google.com/store/books/details?id=KIvPDwAAQBAJ&source=gbs_api"
565,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
566,"Azure Data Engineer Associate Certification Guide","Newton Alex","Not Available","No Rating","https://play.google.com/store/books/details?id=NCdcEAAAQBAJ&source=gbs_api"
567,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
568,"Data-Driven Engineering Design","Ang Liu, Yuchen Wang, Xingzhi Wang","Not Available","No Rating","https://play.google.com/store/books/details?id=glJHEAAAQBAJ&source=gbs_api"
569,"Data Engineering and Intelligent Computing","Suresh Chandra Satapathy, Vikrant Bhateja, K. Srujan Raju, B. Janakiramaiah","Not Available","No Rating","https://play.google.com/store/books/details?id=niYmDwAAQBAJ&source=gbs_api"
570,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
571,"Systems, Patterns and Data Engineering with Geometric Calculi","Sebastià Xambó-Descamps","Not Available","No Rating","https://play.google.com/store/books/details?id=RvI4EAAAQBAJ&source=gbs_api"
572,"Enterprise Big Data Engineering, Analytics, and Management","Atzmueller, Martin","Not Available","No Rating","https://play.google.com/store/books/details?id=P5BJDAAAQBAJ&source=gbs_api"
573,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
574,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
575,"Intelligent Data Engineering and Automated Learning – IDEAL 2020","Cesar Analide, Paulo Novais, David Camacho, Hujun Yin","Not Available","No Rating","https://play.google.com/store/books/details?id=NScGEAAAQBAJ&source=gbs_api"
576,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
577,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
578,"Computational Methods and Data Engineering","Vijendra Singh, Vijayan K. Asari, Sanjay Kumar, R. B. Patel","Not Available","No Rating","https://play.google.com/store/books/details?id=a374DwAAQBAJ&source=gbs_api"
579,"Big Data Analytics in Traffic and Transportation Engineering: Emerging Research and Opportunities","Moridpour, Sara, Toran Pour, Alireza, Saghapour, Tayebeh","Not Available","No Rating","https://play.google.com/store/books/details?id=MvGCDwAAQBAJ&source=gbs_api"
580,"Proceedings of the International Conference on Data Engineering and Communication Technology","Suresh Chandra Satapathy, Vikrant Bhateja, Amit Joshi","Not Available","5","https://play.google.com/store/books/details?id=e7_mDAAAQBAJ&source=gbs_api"
581,"Architecting Modern Data Platforms","Jan Kunigk, Ian Buss, Paul Wilkinson, Lars George","Not Available","No Rating","https://play.google.com/store/books/details?id=1qd9DwAAQBAJ&source=gbs_api"
582,"Sharing Data and Models in Software Engineering","Tim Menzies, Ekrem Kocaguneli, Burak Turhan, Leandro Minku, Fayola Peters","Not Available","No Rating","https://play.google.com/store/books/details?id=Qj3LAwAAQBAJ&source=gbs_api"
583,"Reference Data for Engineers","Mac E. Van Valkenburg, Wendy M. Middleton","Not Available","5","http://books.google.co.in/books?id=R67HARlhisYC&dq=data+engineering&hl=&source=gbs_api"
